sent_id	id1	id2	out1	out2	label
296	1350	1012	the maximum change in estimated glomerular filtration rate (eGFR) within 48 hours	cystatin C	0
108	161	856	HbA1c, lipid levels, blood pressure, BMI after 24 months of follow-up	glycated hemoglobin A1c	0
63	317	1004	the ORS scale	satisfaction	0
759	1938	545	reduction in duration of severe pneumonia and pneumonia	fever	0
352	569	96	diarrhoea	gastric pH	0
490	1952	16	Kinetic force platform gait analysis (PVF BW )	the CSOM	0
253	1321	873	the reduction in the number of tender points at 12 months with respect to baseline	EQ-VAS scale	0
275	1506	346	The observed change on the RDQ	effective	0
596	913	246	instrumental birth	breastfeeding initiation	0
380	627	313	the ovicidal effect of the treatments, defined as no nymphal lice emerging from eggs between treatments	treatment success	0
224	1288	968	mortality	risk of mortality	1
277	1337	66	mortality at 30 days	mortality	1
71	1085	866	the levels of inflammatory cells (neutrophils, eosinophils, macrophages, and lymphocytes) and epithelial cells in induced sputum	PEF	0
263	461	324	10-year CVD risk	high cholesterol	0
116	166	352	the percentage of patients who reached 25(OH)D levels of 30 ng/ml or above on day 7	adverse effects	0
245	1619	948	sucrose/pacifier effect on pain reduction	crying times	0
601	1713	238	the Team Check-up Tool (TCT)	The TCT	1
300	1361	696	i) cognitive functioning, as measured by the ADAS-Cog, a 0–70 point scale with a higher score indicating worse cognition; and ii) quality of life, rated by the participant and their nominated carer, as measured by the QOL-AD, both 13-item scales, scoring between 13 and 52 points with a higher score indicating better quality of life	participant-rated quality of life score	0
69	396	800	the validated HCPI	all three scores in the comparative questionnaire (locomotion, every-day situations, and skin & coat)	0
634	945	781	the proportion of children aged 9-23 months completely vaccinated	coverage of EPI vaccines	0
624	937	815	cure and severity of IAD	recovered completely from IAD	0
305	512	627	the reduction in systolic blood pressure defined as the average of 3 office readings with the patient in the sitting position	Minor side-effects	0
532	1617	175	the frequency of decision by the specialist to offer a follow-up outpatient appointment, patient satisfaction (Ware Specific Questionnaire), wellbeing (SF12) and enablement (PEI), numbers of tests, investigations, procedures and treatments	response rate	0
449	706	137	changes between baseline and nine months of bone mineral density (BMD) of the proximal femur and lumbar spine (dual-energy X-ray absorptiometry) and serum markers of bone resorption and formation	bone formation markers	0
397	636	469	28-day all-cause mortality	the rate of ICU-acquired infections	0
362	1436	652	gastric emptying T half	the postprandial response to a high-fat test meal	0
340	549	591	patient reported pain	easier	0
326	1395	1006	the time to first SRE, including pathologic fracture, spinal cord compression, and the requirement for surgery or radiation therapy to bone	chest and pelvic metastases	0
471	1536	400	tube dependency at one-year and number of post-CCRT hospital admission days	probability of being cost-effective	0
57	273	1002	Client Satisfaction Questionnaire (CSQ)	satisfaction	1
255	437	1079	comet assay	DNA tail length	0
225	1288	969	mortality	30-day mortality	1
630	942	206	the EQ-5D utility	participation	0
593	1701	531	intra-operative pain	patient comfort	0
529	813	302	the 11-point NRS in patients' daily pain diaries	NC	0
601	1713	238	the Team Check-up Tool (TCT)	responsiveness	0
423	1493	207	response rate	weight	0
613	1723	508	response rate	response rate	1
62	1082	390	the extent to which the Internet affected the participants' confidence in dealing with their LTC	rated themselves as experienced Internet users	0
614	1723	509	response rate, survey response bias, item non-response, and cost	response rate	0
725	1873	672	change in Treatment Satisfaction (Tables 5 and 6 )	a Questionnaire × Ceiling interaction	0
97	141	193	death	the mortality	1
596	913	246	postpartum haemorrhage	instrumental birth	0
370	607	576	log HbA 1c and HRQL	mental HRQL	0
634	1762	5	time to azoospermia	time to severe oligozoospermia	0
683	1816	851	pain	disability	0
158	224	1067	foot pain	foot function	0
372	607	578	HRQL	glycaemic control	0
329	1402	129	the patient assessment of spinal pain (100-mm VAS)	pain	1
752	1936	54	changes compared to baseline observed after 4 weeks (40 sessions) of treatment, in parallel groups, on (1) Aberrant Behavior Checklist–Community (ABC) total score and subscale scores, based on the parent's or primary caretaker's rating, (2) Autism Treatment Evaluation Checklist (ATEC) total score and subscale scores, based on the parent's or primary caretaker's rating, and (3) Clinical Global Impression–Improvement (CGI) scale for changes in overall functioning and subscales, as rated by the parent or primary caretaker and also as rated separately by the treating physician (without knowledge of the parental ratings)	mean physician CGI scores	0
121	179	454	the proportion of pregnant women who attended ANC with their partners at the subsequent antenatal visit	tested for HIV	0
495	770	540	the time until shock reversal	levels of VCAM	0
738	1896	637	The plaque scores	plaque index	1
300	1361	696	i) cognitive functioning, as measured by the ADAS-Cog, a 0–70 point scale with a higher score indicating worse cognition; and ii) quality of life, rated by the participant and their nominated carer, as measured by the QOL-AD, both 13-item scales, scoring between 13 and 52 points with a higher score indicating better quality of life	the ADAS-Cog score	0
610	928	392	child body mass index (BMI) z-score	objectively assessed troop PA	0
178	1243	322	the change relative to baseline in the multiple sclerosis functional composite score (MSFC)	incidence of severe and serious events	0
533	814	648	to decrease reintubation rates, defined by the necessity of mechanical positive-pressure ventilation through orotracheal intubation in the first 48 hours after extubation, in the treatment group	time under MV	0
31	1052	11	Correlation between VPW measurements from the portable chest radiograph with the PAOP	PAOP	0
431	672	487	response rate to treatment	Response rates	1
577	881	375	the overall discomfort reported during WC versus SC pH-metry	patient and caregiver time costs	0
286	493	402	self-rated overall effect of treatment, measured once; on the day treatment was completed	failed to complete treatment	0
69	1085	864	the levels of inflammatory cells (neutrophils, eosinophils, macrophages, and lymphocytes) and epithelial cells in induced sputum	lung function	0
285	1342	736	the percentage change in "average pain for the past 24 hours" NPRS scores from baseline to weeks 2 through 8	"average pain for the past 24 hours" NPRS scores	1
265	1329	351	the percentage of children who had ≤ 4 days with pain and no missed activities during the previous month 41	met the threshold of ≤ 4 day of pain each month and no missed activities	1
90	136	791	the hands-on time during the first three minutes of the cardiac arrest	leadership	0
223	389	472	comparison of the change from baseline to end of 12 weeks between simvastatin and fenofibrate	LDL	0
236	1965	198	to test the effect of TA on the incidence of IR and VS in patients undergoing elective CPB	the incidence of VS	0
306	512	628	the reduction in systolic blood pressure defined as the average of 3 office readings with the patient in the sitting position	BP	0
235	1965	197	the incidence of IR	Incidence of IR	1
504	1573	888	the clinical and virological effects of zidovudine in combination with lamivudine	gait	0
106	161	854	HbA1c	systolic blood pressure (SBP) levels	0
568	1656	1013	change in this composite from baseline at four months post-randomization	Intervention attendance rates	0
185	277	1	change in score	complications	0
80	126	835	changes in pain as measured on a verbal rating scale from 0 to 10 during a flexion-extension range of motion evaluation and changes in disc height as measured on CT scans	disc height	0
758	1936	60	changes compared to baseline observed after 4 weeks (40 sessions) of treatment, in parallel groups, on (1) Aberrant Behavior Checklist–Community (ABC) total score and subscale scores, based on the parent's or primary caretaker's rating, (2) Autism Treatment Evaluation Checklist (ATEC) total score and subscale scores, based on the parent's or primary caretaker's rating, and (3) Clinical Global Impression–Improvement (CGI) scale for changes in overall functioning and subscales, as rated by the parent or primary caretaker and also as rated separately by the treating physician (without knowledge of the parental ratings)	overall functioning	0
525	813	298	the 11-point NRS in patients' daily pain diaries	MPS	0
314	1372	821	myocardial infarction	cardiac death	0
419	655	103	attitudes, knowledge and skills in EBM	The knowledge level	0
15	1034	39	changes in ADHD symptoms following treatment	comorbid problems	0
61	317	1002	the ORS scale	satisfaction	0
66	108	801	force platform variables PVF and impulse, the HCPI and rescue NSAIDs	the veterinary assessment variables	0
754	1936	56	changes compared to baseline observed after 4 weeks (40 sessions) of treatment, in parallel groups, on (1) Aberrant Behavior Checklist–Community (ABC) total score and subscale scores, based on the parent's or primary caretaker's rating, (2) Autism Treatment Evaluation Checklist (ATEC) total score and subscale scores, based on the parent's or primary caretaker's rating, and (3) Clinical Global Impression–Improvement (CGI) scale for changes in overall functioning and subscales, as rated by the parent or primary caretaker and also as rated separately by the treating physician (without knowledge of the parental ratings)	stereotypy	0
616	931	928	combined renal parameters	LPS-binding protein	0
59	1078	407	the rate of response to PRGF	pain	0
117	170	133	The frequency	frequency	1
180	262	841	the determination of the perioperative concentration of IL-1β in the patient's peritoneal fluid	the cancer-related death rate	0
452	707	1068	health-related quality of life (HRQoL)	daytime arterial blood gases	0
558	859	966	blood pressure control	blood pressure control	1
728	1882	215	whether or not a survey recipient responded	the response rates (RR)	1
521	1591	116	ICP control	controlling intracranial hypertension refractory to first-tier measures	0
513	1583	983	an overall response that integrated clinical, bacteriological and radiological results, at the end of treatment (month 6) and after 12 additional months of follow-up (month 18)	advanced oxidation protein products	0
316	523	957	morning peak expiratory flow after 4 weeks treatment	morning peak expiratory flow	1
185	1270	550	90-day mortality	nursing time spent for renal replacement therapy	0
326	1395	1006	the time to first SRE, including pathologic fracture, spinal cord compression, and the requirement for surgery or radiation therapy to bone	spinal metastases	0
623	1731	256	change from baseline in fasting serum total cholesterol	adjusted mean change from baseline in CD4+ cell count	0
16	1035	1073	the parasite clearance rate constant K	The median parasite clearance half-lives	0
706	1839	1032	1) defecation frequency > 3/week; 2) normalization of stool consistency; 3) no more painful defecation; 4) absence of abdominal or rectal palpable mass at physical examination	softer stools	0
421	1493	205	response rate	participation rate ratio	0
465	797	379	change in EPIC urinary HRQOL domain summary score at 3 months after the completion of RT (ΔEPIC-U 3mo )	PSA failure	0
86	128	657	absence of parasites and clinical signs on days 14 and 28, and good clinical and biological tolerability	well-tolerated	0
32	50	568	IES-R	co-morbid depression	0
70	1085	865	the levels of inflammatory cells (neutrophils, eosinophils, macrophages, and lymphocytes) and epithelial cells in induced sputum	sputum cysteinyl leukotrienes	0
485	1542	16	PVF	the MA intensity	0
344	1423	360	differences in screening interest and patient test preferences between versions of the decision aid	interest in colorectal cancer screening	0
596	913	246	initiation of breastfeeding	episiotomy	0
84	1103	958	global quality of life change at 6-weeks, measured by EORTC QLQ-C30	progression	0
759	1938	545	reduction in duration of severe pneumonia and pneumonia	stridor	0
416	654	118	SHBG	SHBG	1
390	632	215	WOMAC Pain	hamstring strength in both legs	0
299	1356	307	the difference (Δ) between the VAS scores after treatment compared to pre-treatment VAS scores	the sensation of pain	0
69	396	800	PVF	HCPI	0
390	632	215	WOMAC Pain	Vitality	0
434	1496	906	physical activity	physical activity levels	1
668	1942	758	patient satisfaction	reported pain	0
541	1618	589	crying	sleep	0
215	1276	830	the number of clinical episodes of P. falciparum malaria	Malaria episodes	1
665	990	954	the mean number of oocytes retrieved	painful	0
601	1713	238	the Team Check-up Tool (TCT)	validity	0
13	26	341	the Sum of Pain Intensity Differences (SPID) of the CSTP Intensity scale by the child	Global evaluation of efficacy	0
669	1942	759	patient satisfaction	satisfaction	1
66	1083	51	changes in the HDRS, ATYP and the SIGH-SAD-SR over the 8-week study period	he number needed to treat (NNT) for light	0
268	464	972	a change in the serum ALT activity or the INR	international normalized ratio	0
107	1588	943	extubated	the proportion of time propofol was required	0
596	913	246	induction of labour	induction	1
239	406	263	a dichotomous measure (occurrence of low back pain)	The overall response rate	0
572	881	369	the overall discomfort reported during WC versus SC pH-metry	throat, chest, or overall discomfort during placement	1
540	826	505	the p27 antigen analysis of serum samples	age-related resistance to infection with a virulent FeLV challenge	0
527	813	300	the 11-point NRS in patients' daily pain diaries	pain	1
390	632	215	Physical Function	Role Physical	0
521	1591	116	ICP control	effective	0
652	1962	878	trough FEV 1 after 12 weeks of treatment (average of the 23 h 10 min and 23 h 45 min post-dose values assessed on the morning of Day 85)	Trough FEV 1 after one dose	1
193	304	120	the mean RTDI overall	overall survival (OS)	0
375	624	261	the percentage of responders according to American College of Rheumatology 50 criteria	Functional Assessment of Chronic Illness Therapy-Fatigue	0
80	1099	379	body weight	body composition	0
665	990	954	the mean number of oocytes retrieved	The overall incidence of adverse events	0
501	1569	894	change in summary lifestyle score (Prudence Score) and individual health behaviours at three months	salt intake	0
281	486	343	recurrence	The mean hospital stay	0
186	1270	551	90-day mortality	nursing time	0
205	1273	126	the percentage of patients who had a CSTE	bone marrow blasts	0
654	980	99	BMD	balance	0
531	814	646	to decrease reintubation rates, defined by the necessity of mechanical positive-pressure ventilation through orotracheal intubation in the first 48 hours after extubation, in the treatment group	MV time before enrollment	0
511	792	414	Involuntary termination of a woman's pregnancy (miscarriage) and other fetal loss (eg stillbirth),	multiple risks	0
119	173	182	the 15th percentile point	VI-950	0
270	464	974	a change in the serum ALT activity or the INR	safe	0
35	1059	1008	the self-reported benefit or achievement (usefulness)	confidence in their capabilities	0
526	813	299	the 11-point NRS in patients' daily pain diaries	amplitude	0
642	1782	877	Trough FEV 1 after 12 weeks of treatment	Trough FEV 1 (LSM ± SEM)	1
455	709	38	perinatal mortality (stillbirth or death during the first seven days after birth)	perinatal mortality	1
16	420	1039	'success'	the proportion of examinations with a diagnosis of perforation during therapy	0
537	1618	584	crying	large bowel movements	0
102	1128	943	time from the commencement of study drug to extubation	the proportion of time propofol was required	0
752	1936	54	changes compared to baseline observed after 4 weeks (40 sessions) of treatment, in parallel groups, on (1) Aberrant Behavior Checklist–Community (ABC) total score and subscale scores, based on the parent's or primary caretaker's rating, (2) Autism Treatment Evaluation Checklist (ATEC) total score and subscale scores, based on the parent's or primary caretaker's rating, and (3) Clinical Global Impression–Improvement (CGI) scale for changes in overall functioning and subscales, as rated by the parent or primary caretaker and also as rated separately by the treating physician (without knowledge of the parental ratings)	social interaction	0
210	378	273	the duration of the weaning process	type of surgery	0
358	626	291	the intra-individual change in the total score of the Hamilton Rating Scale for Depression (HAM-D, 17-item version) between baseline and the end of the 6-week acute phase	treatment response	0
435	978	487	response rate based on a 20% improvement in WOMAC pain scores	the safety profile	0
418	655	102	attitudes	Critical appraisal skills	0
214	379	1050	day-28 failure rates (uncorrected and PCR corrected)	Treatment failure (PCR corrected)	1
57	273	1002	Client Satisfaction Questionnaire (CSQ)	alliance	0
257	1322	225	the Glasgow Outcome Scale score 3 months after brain injury	neurologic outcomes	0
544	1630	583	the frequency of fussing and crying of the infants	frequency of stooling	0
153	223	831	change in weight from randomization (0-M) to 12 months post randomization	initial weight loss	1
19	420	1042	'success'	perforations	0
168	237	613	the ABC Irritability subtest score	well-tolerated	0
352	1434	568	HbA 1c	vitality-score	0
225	389	474	comparison of the change from baseline to end of 12 weeks between simvastatin and fenofibrate	large LDLP	0
52	102	826	pulmonary or cardiac toxicity	HRQOL scores	0
377	1450	576	mean body temperature after 24 hours of treatment	body temperature	1
364	1440	657	healing at 3 months	healing rates	1
681	1812	681	duration of diarrhea (in hours) from onset and from admission until cessation of diarrhea (passage of soft/formed or no stools for two consecutive 8-hour periods), and the total stool weight in grams during hospitalization	the amount of oral rehydration solution	0
308	513	196	Early Treatment Failure (ETF); Late Clinical Failure (LCF); Late Parasitological Failure (LPF); Adequate Clinical and Parasitological Response (ACPR) 18	the recrudescence cases	0
102	158	808	the mean number of detected polyps	the mean number of polyps	1
237	399	1102	biochemically verified 7-day point prevalence smoking abstinence defined as no cigarettes (not even a puff) in the previous 7 days at Week 26, validated using salivary cotinine collected at Week 26	confidence to quit	0
68	1085	863	the levels of inflammatory cells (neutrophils, eosinophils, macrophages, and lymphocytes)	sputum eosinophils	0
291	1346	229	body mass index (BMI) percentile	percentage of obesity	0
517	808	488	time from induction to delivery	The induction-delivery interval	1
311	513	200	Early Treatment Failure (ETF); Late Clinical Failure (LCF); Late Parasitological Failure (LPF); Adequate Clinical and Parasitological Response (ACPR) 18	compliance	0
111	210	856	glycated hemoglobin A1c, body mass index (BMI), blood pressure, lipids and control criteria during the 2-year follow-up period	the compliance in all the control criteria, except for LDL cholesterol	0
542	1630	581	the frequency of fussing and crying of the infants	fed a median of eight times/day, 148 min/day	0
514	796	616	the proportion of children achieving a well clinical response	a 'Well' clinical response	1
302	1361	698	i) cognitive functioning, as measured by the ADAS-Cog, a 0–70 point scale with a higher score indicating worse cognition; and ii) quality of life, rated by the participant and their nominated carer, as measured by the QOL-AD, both 13-item scales, scoring between 13 and 52 points with a higher score indicating better quality of life	their cognitive functioning	0
359	1436	649	gastric emptying T half	appetite	0
86	128	657	good clinical and biological tolerability	effective	0
321	1391	209	the proportion of delivered compressions within target depth compared over a 2-minute period within the groups and between the groups	CPR experience	0
413	652	942	systemic haemodynamics	BP	0
421	655	105	knowledge	scores in attitudes	0
605	1717	365	suspension days during the four-month pretest period prior to randomization compared with the four-month intervention period	absenteeism	0
117	1145	1055	the number of additional donors deferred by the HQ	deferred as a result of responses to the questionnaires	0
483	763	1060	success at quitting (expired CO ≤ 9 ppm), the dose of NRT used, and the rating of withdrawal symptoms using the Mood and Symptoms Scale	Reporting of NRT consumption	0
687	1833	1069	IPV (Composite Abuse Scale CAS)	mental wellbeing mean scores (MCS-SF36	0
182	1250	293	The frequency of acute exacerbation	dyspnea scale	0
117	170	133	The frequency	duration of exacerbations	0
428	1821	207	participation in the Link-Up Study, through attendance at a biospecimen collection site to provide a blood sample and giving written consent to participate, including use of blood samples for genetic and other research	weight	0
83	1103	957	global quality of life change at 6-weeks, measured by EORTC QLQ-C30	stomatitis	0
208	1274	1035	the incidence of predefined GI AEs	The incidence of peripheral oedema	0
369	607	575	log HbA 1c	geometric mean HbA 1c	1
517	808	488	time from induction to delivery and incidence of vaginal delivery within 12 and 24 hours	The induction-delivery interval	0
112	166	348	the percentage of patients who reached 25(OH)D levels of 30 ng/ml or above on day 7	serum 25(OH)D	1
452	707	1068	health-related quality of life (HRQoL)	forced expiratory volume in 1 second	0
529	1610	299	improvement in attention scores for the intervention group	working memory	0
172	1912	967	knowledge of labour analgesia	informed decision making	0
735	1887	972	decisional conflict 42 47	Decisional conflict	1
235	399	1100	biochemically verified 7-day point prevalence smoking abstinence defined as no cigarettes (not even a puff) in the previous 7 days at Week 26, validated using salivary cotinine collected at Week 26	smoked within 30 minutes of waking	0
714	1862	923	pain severity and knee range of motion (ROM)	cumulative treatment effect	0
672	998	338	sRaw	changes in pulmonary function in patients with mild asthma are detected	0
488	768	1090	peak systolic and end-diastolic blood flow velocities in the short posterior ciliary artery (SPCA) under the new therapy	Systolic and diastolic blood flow velocities in the SPCA	1
69	396	800	the validated HCPI	NSAID use	0
276	475	665	the shortened version of the Chedoke Arm & Hand Activity Inventory (CAHAI-7)	stages of motor impairment in the hand	0
64	1083	49	changes in the HDRS, ATYP and the SIGH-SAD-SR over the 8-week study period	responders on the HDRS	0
11	10	978	whether or not participants have abstained from smoking (self-reported three months prolonged abstinence)	The probability that participants with missing outcome data are not smoking at the end of the trial	0
509	1583	979	an overall response that integrated clinical, bacteriological and radiological results, at the end of treatment (month 6) and after 12 additional months of follow-up (month 18)	rapid complete response	1
409	651	682	the PHQ-9	attendance at sessions	0
142	1198	919	health care costs	A COPD-related cost offset	1
650	1782	886	Trough FEV 1 after 12 weeks of treatment	bronchodilation	0
168	1912	963	knowledge of labour analgesia, decisional conflict (uncertainty regarding analgesia decision) and anxiety	knowledge scores	0
413	1489	1061	PCR-corrected adequate clinical and parasitological response (ACPR) on day 28	The fever clearance time	0
646	970	644	Difference in plasma bone marker concentration between treatment groups	markers of bone formation or resorption	0
277	475	666	the shortened version of the Chedoke Arm & Hand Activity Inventory (CAHAI-7)	the CMSA Arm (p = 0.04) and Hand	0
539	1618	587	crying	stooling	0
150	1205	330	Rate of change in [Na]	serum sodium	0
106	161	854	blood pressure	Glycated hemoglobin A1c	0
401	645	543	the temperature difference between the CRPS affected and the contralateral limbs	time spent standing, walking	0
437	682	589	trial feasibility, defined by randomization of >25% of eligible patients, delivery of >75% of the prescribed CRRT dose, and follow-up of >95% of patients to 60 days	vasopressor requirements	0
571	880	258	retention in treatment, which was defined as the number of weeks that patients remained in the study before being discharged	the drug side effects	0
114	1988	945	time to extubation	discontinued	0
145	215	50	The PCR-corrected ACPR rate at follow-up on day 28 after the first malaria episode	haemoglobin	0
202	1273	123	the percentage of patients who had a CSTE	Thrombocytopenia-related adjustments in lenalidomide	0
494	770	539	the time until shock reversal	TNF-α	0
496	770	541	the time until shock reversal	CoQ10 levels	0
687	1833	1069	depression (Edinburgh Postnatal Depression Scale EPDS)	depression (EPDS score ≥13)	1
179	262	840	the determination of the perioperative concentration of IL-1β in the patient's peritoneal fluid	The median follow-up	0
118	1145	1056	the number of additional donors deferred by the HQ	indicated on the HQ that they should not donate blood on that day but did not use the confidential self-exclusion option on the DHAQ	0
7	3	249	prescription data of a three-year period (one year before and 2 years after guideline dissemination) and proportion of change according to recommendations	one recommendation: mupirocin	0
516	1584	646	whether or not the ulcer was completely healed within 8 weeks	Complete healing of stage II ulcer	0
139	1198	915	health care costs and utilization rates	COPD-related costs	0
582	1671	182	distension	GSRS abdominal pain subscore	0
122	179	455	the proportion of pregnant women who attended ANC with their partners at the subsequent antenatal visit	couple antenatal attendance	1
295	501	311	disease-free survival (DFS) at three years	leucopenia	0
269	1333	355	sexual activity	sexual activity	1
596	913	246	induction of labour	postpartum haemorrhage	0
308	1770	92	knee-specific patient-reported WOMAC scores	completed the five and 10-year review	0
749	1933	935	abstinence from illicit opiates at final prescription as indicated by a urine sample	Risk of non-completion of detoxification	0
366	1441	236	time needed to perform the motor task	degree of help needed to perform the task	0
605	924	821	unexpected ocular or systemic findings, adverse event rate, and temporary and permanent discontinuation	logMAR	0
378	1450	577	mean body temperature after 24 hours of treatment	body temperature	1
238	1965	200	the incidence of IR	VS	0
272	1457	355	the proportion of patients who reported being sexually active at six months compared to randomization	sexual activity	1
679	1811	506	the overall between-patient variability around the mean time to neurological assessment	effective	0
279	1337	68	cumulative survival without mechanical ventilation or oxygen dependency at 30 days; mortality at 30 days; therapy failure; crossover rate; and persisting pulmonary problems defined as oxygen dependency or still being on a ventilator at 30 days	treatment effect	0
360	1436	650	gastric emptying T half	GE T half and 1-day palmitoleic acid	0
379	1450	578	mean body temperature after 24 hours of treatment	body temperature	1
429	1821	208	participation in the Link-Up Study, through attendance at a biospecimen collection site to provide a blood sample and giving written consent to participate, including use of blood samples for genetic and other research	average biospecimen yield	0
322	1391	210	the proportion of delivered compressions within target depth compared over a 2-minute period within the groups and between the groups	were CPR instructors	0
650	974	285	the percent of subjects meeting TR during the initial 30 minutes of treatment	Rescue medication need	0
234	399	1099	biochemically verified 7-day point prevalence smoking abstinence defined as no cigarettes (not even a puff) in the previous 7 days at Week 26, validated using salivary cotinine collected at Week 26	a mean exhaled carbon monoxide	0
377	884	260	ACR 50 improvement	the percentage of responders according to American College of Rheumatology 50 criteria (the primary endpoint, based on a 28-joint count)	1
596	913	246	postpartum haemorrhage	episiotomy	0
518	808	489	incidence of vaginal delivery within 12 and 24 hours	need for oxytocin augmentation	0
683	1816	851	pain and disability	disability	0
47	1808	333	the mean change in self-reported symptoms of depression as measured on the BDI	Recruitment	0
176	257	1082	participation	adherence	0
673	1804	145	reversal of metabolic syndrome in the intervention group subjects compared to controls at 12 months follow-up	mean waist size	0
156	1257	559	RDQ	self-care	0
468	797	382	change in EPIC urinary HRQOL domain summary score at 3 months after the completion of RT (ΔEPIC-U 3mo )	contralateral local failures	0
259	448	1024	10-percentage point difference between arms in increase in the proportion of participants reaching the target level in five global and two patient-group specific clinical parameters at 12 months	waist circumference	0
314	1372	821	cardiac death	definite stent thrombosis	0
617	932	919	PDSS	the main outcome measure, the Panic Disorder Severity Scale (PDSS) after treatment	1
710	1843	667	Weight-for-age Z-score	sepsis	0
118	1145	1056	the number of additional donors deferred by the HQ	used the self-exclusion option on the DHAQ but did not indicate that they should not donate blood on the HQ	0
103	159	65	the slope of decline in FEV 1 from 2 hours post-dose, the area under the FEV 1 curve (AUC) (0–24 hours) and the mean change from pre-dose FEV 1 at 12 hours post dose	FEV 1	0
233	389	482	comparison of the change from baseline to end of 12 weeks between simvastatin and fenofibrate	size	0
754	1936	56	changes compared to baseline observed after 4 weeks (40 sessions) of treatment, in parallel groups, on (1) Aberrant Behavior Checklist–Community (ABC) total score and subscale scores, based on the parent's or primary caretaker's rating, (2) Autism Treatment Evaluation Checklist (ATEC) total score and subscale scores, based on the parent's or primary caretaker's rating, and (3) Clinical Global Impression–Improvement (CGI) scale for changes in overall functioning and subscales, as rated by the parent or primary caretaker and also as rated separately by the treating physician (without knowledge of the parental ratings)	total score	0
308	513	196	Early Treatment Failure (ETF); Late Clinical Failure (LCF); Late Parasitological Failure (LPF); Adequate Clinical and Parasitological Response (ACPR) 18	the cure rate	0
713	1862	922	pain severity and knee range of motion (ROM)	the pain scores	0
621	1731	254	change from baseline in fasting serum total cholesterol	HDL-cholesterol	0
448	706	136	changes between baseline and nine months of bone mineral density (BMD) of the proximal femur and lumbar spine (dual-energy X-ray absorptiometry)	BMD	1
86	128	657	absence of parasites and clinical signs on days 14 and 28, and good clinical and biological tolerability	effective	0
141	1198	917	health care costs	utilization (89.7% of patients) with COPD visits	0
329	543	638	waist circumference (cm)	waist circumference reductions	1
424	1493	208	response rate	average biospecimen yield	0
303	512	625	the reduction in systolic blood pressure defined as the average of 3 office readings with the patient in the sitting position	24-h diastolic BP	0
449	706	137	serum markers of bone resorption and formation	physical domains of quality of life	0
366	597	245	a decrease in carer burden in the intervention group three months after receiving the DA	knowledge	0
111	210	856	glycated hemoglobin A1c	glycated hemoglobin A1c	1
621	932	925	PDSS	effective	0
276	1337	65	cumulative survival without mechanical ventilation or oxygen dependency at 30 days	therapy failure	0
506	1577	818	the average FEV 1 from the first intake of study drug to the measurement at 90 minutes	treatment failure	0
557	859	963	blood pressure control	α-methyldopa added	0
107	161	855	HbA1c, lipid levels, blood pressure, BMI after 24 months of follow-up	BMI	0
152	223	830	change in weight from randomization (0-M) to 12 months post randomization	weight regain	1
148	1205	328	Rate of change in [Na]	duration (average of 12 hours)	0
273	1506	344	The observed change on the RDQ	patient's main complaints	0
664	990	953	the mean number of oocytes retrieved	chemical, clinical and continuing pregnancies	0
557	1634	295	the change in YBOCS score from baseline to endpoint	being classified as responders	0
310	1770	94	knee-specific patient-reported WOMAC scores	All revisions	0
587	891	501	improved PFS for the maintenance phase	safety profile	0
647	1782	882	Trough FEV 1 after 12 weeks of treatment	The overall rates of AEs	0
194	304	121	the mean RTDI overall	a shorter TTDP	0
528	813	301	the 11-point NRS in patients' daily pain diaries	responders	0
162	1227	684	the ratio of expiratory time to reach PTEF to the total expiratory time	PTEF	0
401	1481	42	Depressive symptoms	Depressive symptoms	1
565	1652	170	the proportion of subjects achieving PASI-75, defined as ≥ 75% improvement in PASI score from baseline,	Internal consistency reliability	0
185	277	1	change in score	scores for Knowledge	0
26	472	982	death from any cause, recurrent infarction and unstable angina within one year (per protocol and adjusted for 2 days PCI delay)	revascularization-procedures	0
680	1812	680	the total stool weight in grams during hospitalization	The mean duration of diarrhea from enrolment	0
429	672	485	response rate to treatment	WOMAC	0
597	913	247	initiation of breastfeeding	augmentation of labour	0
702	1839	1027	1) defecation frequency > 3/week; 2) normalization of stool consistency; 3) no more painful defecation; 4) absence of abdominal or rectal palpable mass at physical examination	defecation frequency	0
47	82	1055	change in HOMA index	HOMA index	1
327	543	636	body weight (kg) and waist circumference (cm)	weight loss	0
12	26	340	the Sum of Pain Intensity Differences (SPID) of the CSTP Intensity scale by the child	the SPID reported by investigators	0
276	1337	65	cumulative survival without mechanical ventilation or oxygen dependency at 30 days; mortality at 30 days; therapy failure; crossover rate; and persisting pulmonary problems defined as oxygen dependency or still being on a ventilator at 30 days	mortality	0
4	0	1010	the horizontal VAS according to Jensen	the probability of acceptable cost-effectiveness	0
292	494	631	the disclosure rate of abuse by women who were identified by the VAWS tool during the three screening sessions compared to those in the interview group	IPV	0
494	770	539	the time until shock reversal	IL-6	0
32	1052	12	Correlation between VPW measurements from the portable chest radiograph with the PAOP	VPW	0
65	108	800	PVF	HCPI	0
201	343	967	change from baseline in body mass index (BMI)	BMI	1
238	1965	200	the incidence of IR	the development of IR	1
708	1843	665	Weight-for-age Z-score	satisfaction with teeth	0
655	1962	881	trough FEV 1 after 12 weeks of treatment (average of the 23 h 10 min and 23 h 45 min post-dose values assessed on the morning of Day 85)	use of rescue medication	0
60	317	1001	the ORS scale	alliance	0
564	1647	178	bone densitometry	periprosthetic bone density loss	1
